Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Nạp tiền,Chrome 129.0.0.0,,,12-10-2024 22:53:38,12-10-2024 23:01:05,7m - 26.130s,ERROR
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Nạp tiền/TC_01_Kiểm tra mở màn hình nạp tiền,Chrome 129.0.0.0,,,12-10-2024 22:53:39,12-10-2024 22:53:55,16.684s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 129.0.0.0,,,12-10-2024 22:53:39,12-10-2024 22:53:43,4.495s,PASSED
driver = getWebDriver(),Chrome 129.0.0.0,,,12-10-2024 22:53:43,12-10-2024 22:53:43,0.006s,PASSED
"callTestCase(findTestCase(""Test Cases/Login/LoginCommon""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 22:53:43,12-10-2024 22:53:45,1.477s,PASSED
"waitForElementVisible(findTestObject(""Trang chủ/userName""), 20, STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 22:53:45,12-10-2024 22:53:46,1.564s,PASSED
"callTestCase(findTestCase(""Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/CustomFunctions Deposit""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 22:53:46,12-10-2024 22:53:49,2.474s,PASSED
"wait = new org.openqa.selenium.support.ui.WebDriverWait(com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(), 20)",Chrome 129.0.0.0,,,12-10-2024 22:53:49,12-10-2024 22:53:49,0.001s,PASSED
userCode = wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathUserCode))),Chrome 129.0.0.0,,,12-10-2024 22:53:49,12-10-2024 22:53:52,3.033s,PASSED
println(userCode.getText()),Chrome 129.0.0.0,,,12-10-2024 22:53:52,12-10-2024 22:53:52,0.013s,PASSED
accountBtn = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathBtnAccount))),Chrome 129.0.0.0,,,12-10-2024 22:53:52,12-10-2024 22:53:52,0.246s,PASSED
accountBtn.click(),Chrome 129.0.0.0,,,12-10-2024 22:53:52,12-10-2024 22:53:52,0.104s,PASSED
searchTextbox = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathSearchTextbox))),Chrome 129.0.0.0,,,12-10-2024 22:53:52,12-10-2024 22:53:52,0.261s,PASSED
searchTextbox.sendKeys(username),Chrome 129.0.0.0,,,12-10-2024 22:53:52,12-10-2024 22:53:52,0.158s,PASSED
xpath(xpathOption)).click(),Chrome 129.0.0.0,,,12-10-2024 22:53:52,12-10-2024 22:53:53,0.269s,PASSED
xpath(xpathBtnSearch)).click(),Chrome 129.0.0.0,,,12-10-2024 22:53:53,12-10-2024 22:53:53,0.479s,PASSED
"Assert.assertEquals(xpath(xpathAccountName)).getText(), username)",Chrome 129.0.0.0,,,12-10-2024 22:53:53,12-10-2024 22:53:54,0.743s,PASSED
xpath(xpathBtnDeposit)).click(),Chrome 129.0.0.0,,,12-10-2024 22:53:54,12-10-2024 22:53:54,0.392s,PASSED
"Assert.assertEquals(xpath(xpathTitle)).getText(), titleText)",Chrome 129.0.0.0,,,12-10-2024 22:53:54,12-10-2024 22:53:55,0.848s,PASSED
Start listener action : sampleAfterTestCase,Chrome 129.0.0.0,,,12-10-2024 22:53:55,12-10-2024 22:53:55,0.002s,PASSED
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Nạp tiền/TC_02_Kiểm tra khi để trống các trường trong màn Nạp tiền,Chrome 129.0.0.0,,,12-10-2024 22:53:55,12-10-2024 22:54:33,37.475s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 129.0.0.0,,,12-10-2024 22:53:55,12-10-2024 22:53:59,3.959s,PASSED
driver = getWebDriver(),Chrome 129.0.0.0,,,12-10-2024 22:53:59,12-10-2024 22:53:59,0.001s,PASSED
"callTestCase(findTestCase(""Test Cases/Login/LoginCommon""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 22:53:59,12-10-2024 22:54:00,0.965s,PASSED
"waitForElementVisible(findTestObject(""Trang chủ/userName""), 20, STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 22:54:00,12-10-2024 22:54:13,12.515s,PASSED
"callTestCase(findTestCase(""Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/CustomFunctions Deposit""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 22:54:13,12-10-2024 22:54:14,0.918s,PASSED
"wait = new org.openqa.selenium.support.ui.WebDriverWait(com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(), 30)",Chrome 129.0.0.0,,,12-10-2024 22:54:14,12-10-2024 22:54:14,0.001s,PASSED
userCode = wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathUserCode))),Chrome 129.0.0.0,,,12-10-2024 22:54:14,12-10-2024 22:54:17,3.750s,PASSED
println(userCode.getText()),Chrome 129.0.0.0,,,12-10-2024 22:54:17,12-10-2024 22:54:17,0.007s,PASSED
xpath(xpathBtnAccount))).click(),Chrome 129.0.0.0,,,12-10-2024 22:54:17,12-10-2024 22:54:18,0.338s,PASSED
searchTextbox = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathSearchTextbox))),Chrome 129.0.0.0,,,12-10-2024 22:54:18,12-10-2024 22:54:18,0.274s,PASSED
"searchTextbox.sendKeys(""dannt11"")",Chrome 129.0.0.0,,,12-10-2024 22:54:18,12-10-2024 22:54:18,0.152s,PASSED
xpath(xpathOption)).click(),Chrome 129.0.0.0,,,12-10-2024 22:54:18,12-10-2024 22:54:18,0.284s,PASSED
xpath(xpathBtnSearch)).click(),Chrome 129.0.0.0,,,12-10-2024 22:54:18,12-10-2024 22:54:19,0.493s,PASSED
wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathAccountName))),Chrome 129.0.0.0,,,12-10-2024 22:54:19,12-10-2024 22:54:20,0.765s,PASSED
"Assert.assertEquals(xpath(xpathAccountName)).getText(), username)",Chrome 129.0.0.0,,,12-10-2024 22:54:20,12-10-2024 22:54:20,0.232s,PASSED
xpath(xpathBtnDeposit)).click(),Chrome 129.0.0.0,,,12-10-2024 22:54:20,12-10-2024 22:54:20,0.414s,PASSED
textFiled = wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathTextAccount))),Chrome 129.0.0.0,,,12-10-2024 22:54:20,12-10-2024 22:54:32,11.623s,PASSED
xpath(xpathBtnContinue)).click(),Chrome 129.0.0.0,,,12-10-2024 22:54:32,12-10-2024 22:54:32,0.271s,PASSED
"Assert.assertEquals(xpath(xpathErrorWallet)).getText(), errorWallet)",Chrome 129.0.0.0,,,12-10-2024 22:54:32,12-10-2024 22:54:33,0.445s,PASSED
Start listener action : sampleAfterTestCase,Chrome 129.0.0.0,,,12-10-2024 22:54:33,12-10-2024 22:54:33,0.001s,PASSED
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Nạp tiền/TC_03_Kiểm tra khi chọn ví và không chọn kì đối soát,Chrome 129.0.0.0,,,12-10-2024 22:54:33,12-10-2024 22:54:59,26.047s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 129.0.0.0,,,12-10-2024 22:54:33,12-10-2024 22:54:35,2.535s,PASSED
driver = getWebDriver(),Chrome 129.0.0.0,,,12-10-2024 22:54:35,12-10-2024 22:54:35,0.001s,PASSED
"callTestCase(findTestCase(""Test Cases/Login/LoginCommon""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 22:54:35,12-10-2024 22:54:36,0.938s,PASSED
"waitForElementVisible(findTestObject(""Trang chủ/userName""), 20, STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 22:54:36,12-10-2024 22:54:40,3.397s,PASSED
"callTestCase(findTestCase(""Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/CustomFunctions Deposit""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 22:54:40,12-10-2024 22:54:41,0.941s,PASSED
"wait = new org.openqa.selenium.support.ui.WebDriverWait(com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(), 20)",Chrome 129.0.0.0,,,12-10-2024 22:54:41,12-10-2024 22:54:41,0.001s,PASSED
xpath(xpathBtnAccount))).click(),Chrome 129.0.0.0,,,12-10-2024 22:54:41,12-10-2024 22:54:44,3.088s,PASSED
searchTextbox = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathSearchTextbox))),Chrome 129.0.0.0,,,12-10-2024 22:54:44,12-10-2024 22:54:44,0.264s,PASSED
"searchTextbox.sendKeys(""dannt11"")",Chrome 129.0.0.0,,,12-10-2024 22:54:44,12-10-2024 22:54:44,0.162s,PASSED
xpath(xpathOption)).click(),Chrome 129.0.0.0,,,12-10-2024 22:54:44,12-10-2024 22:54:44,0.261s,PASSED
xpath(xpathBtnSearch)).click(),Chrome 129.0.0.0,,,12-10-2024 22:54:44,12-10-2024 22:54:45,0.511s,PASSED
wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathAccountName))),Chrome 129.0.0.0,,,12-10-2024 22:54:45,12-10-2024 22:54:46,0.743s,PASSED
"Assert.assertEquals(xpath(xpathAccountName)).getText(), username)",Chrome 129.0.0.0,,,12-10-2024 22:54:46,12-10-2024 22:54:46,0.245s,PASSED
xpath(xpathBtnDeposit)).click(),Chrome 129.0.0.0,,,12-10-2024 22:54:46,12-10-2024 22:54:46,0.414s,PASSED
wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathTextAccount))),Chrome 129.0.0.0,,,12-10-2024 22:54:46,12-10-2024 22:54:57,11.024s,PASSED
xpath(xpathChonVi)).click(),Chrome 129.0.0.0,,,12-10-2024 22:54:57,12-10-2024 22:54:58,0.264s,PASSED
xpath(xpathThuHo3)).click(),Chrome 129.0.0.0,,,12-10-2024 22:54:58,12-10-2024 22:54:58,0.269s,PASSED
xpath(xpathBtnContinue)).click(),Chrome 129.0.0.0,,,12-10-2024 22:54:58,12-10-2024 22:54:58,0.477s,PASSED
"Assert.assertEquals(xpath(xpathChonKiDoiSoat)).getText(), ""Vui lòng chọn kỳ đối soát"")",Chrome 129.0.0.0,,,12-10-2024 22:54:58,12-10-2024 22:54:59,0.443s,PASSED
Start listener action : sampleAfterTestCase,Chrome 129.0.0.0,,,12-10-2024 22:54:59,12-10-2024 22:54:59,0.001s,PASSED
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Nạp tiền/TC_04_Không nhập số tiền và nhấn Xác nhận,Chrome 129.0.0.0,,,12-10-2024 22:54:59,12-10-2024 22:56:02,1m - 3.065s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 129.0.0.0,,,12-10-2024 22:54:59,12-10-2024 22:55:03,4.305s,PASSED
driver = getWebDriver(),Chrome 129.0.0.0,,,12-10-2024 22:55:03,12-10-2024 22:55:03,0.001s,PASSED
"callTestCase(findTestCase(""Test Cases/Login/LoginCommon""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 22:55:03,12-10-2024 22:55:04,0.913s,PASSED
"waitForElementVisible(findTestObject(""Trang chủ/userName""), 20, STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 22:55:04,12-10-2024 22:55:16,12.116s,PASSED
