Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Nạp tiền,Chrome 129.0.0.0,,,07-10-2024 13:36:01,07-10-2024 13:42:31,6m - 29.778s,ERROR
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Nạp tiền/TC_01_Kiểm tra mở màn hình nạp tiền,Chrome 129.0.0.0,,,07-10-2024 13:36:02,07-10-2024 13:36:43,41.739s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 129.0.0.0,,,07-10-2024 13:36:02,07-10-2024 13:36:21,19.200s,PASSED
driver = getWebDriver(),Chrome 129.0.0.0,,,07-10-2024 13:36:21,07-10-2024 13:36:21,0.023s,PASSED
"callTestCase(findTestCase(""Test Cases/Login/LoginCommon""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,07-10-2024 13:36:21,07-10-2024 13:36:25,3.320s,PASSED
"waitForElementVisible(findTestObject(""Trang chủ/userName""), 20, STOP_ON_FAILURE)",Chrome 129.0.0.0,,,07-10-2024 13:36:25,07-10-2024 13:36:28,3.696s,PASSED
"callTestCase(findTestCase(""Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/CustomFunctions Deposit""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,07-10-2024 13:36:28,07-10-2024 13:36:31,2.082s,PASSED
"wait = new org.openqa.selenium.support.ui.WebDriverWait(com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(), 20)",Chrome 129.0.0.0,,,07-10-2024 13:36:31,07-10-2024 13:36:31,0.012s,PASSED
userCode = wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathUserCode))),Chrome 129.0.0.0,,,07-10-2024 13:36:31,07-10-2024 13:36:33,2.892s,PASSED
println(userCode.getText()),Chrome 129.0.0.0,,,07-10-2024 13:36:33,07-10-2024 13:36:34,0.061s,PASSED
accountBtn = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathBtnAccount))),Chrome 129.0.0.0,,,07-10-2024 13:36:34,07-10-2024 13:36:34,0.306s,PASSED
accountBtn.click(),Chrome 129.0.0.0,,,07-10-2024 13:36:34,07-10-2024 13:36:34,0.602s,PASSED
searchTextbox = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathSearchTextbox))),Chrome 129.0.0.0,,,07-10-2024 13:36:34,07-10-2024 13:36:35,0.518s,PASSED
searchTextbox.sendKeys(username),Chrome 129.0.0.0,,,07-10-2024 13:36:35,07-10-2024 13:36:36,0.553s,PASSED
xpath(xpathOption)).click(),Chrome 129.0.0.0,,,07-10-2024 13:36:36,07-10-2024 13:36:36,0.476s,PASSED
xpath(xpathBtnSearch)).click(),Chrome 129.0.0.0,,,07-10-2024 13:36:36,07-10-2024 13:36:37,0.838s,PASSED
"Assert.assertEquals(xpath(xpathAccountName)).getText(), username)",Chrome 129.0.0.0,,,07-10-2024 13:36:37,07-10-2024 13:36:38,0.759s,PASSED
xpath(xpathBtnDeposit)).click(),Chrome 129.0.0.0,,,07-10-2024 13:36:38,07-10-2024 13:36:39,0.950s,PASSED
