Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Nạp tiền,Chrome 129.0.0.0,,,12-10-2024 22:35:11,12-10-2024 22:43:20,8m - 9.001s,ERROR
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Nạp tiền/TC_01_Kiểm tra mở màn hình nạp tiền,Chrome 129.0.0.0,,,12-10-2024 22:35:11,12-10-2024 22:35:38,27.012s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 129.0.0.0,,,12-10-2024 22:35:11,12-10-2024 22:35:16,4.424s,PASSED
driver = getWebDriver(),Chrome 129.0.0.0,,,12-10-2024 22:35:16,12-10-2024 22:35:16,0.004s,PASSED
"callTestCase(findTestCase(""Test Cases/Login/LoginCommon""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 22:35:16,12-10-2024 22:35:17,1.363s,PASSED
"waitForElementVisible(findTestObject(""Trang chủ/userName""), 20, STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 22:35:17,12-10-2024 22:35:21,3.872s,PASSED
"callTestCase(findTestCase(""Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/CustomFunctions Deposit""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 22:35:21,12-10-2024 22:35:22,0.970s,PASSED
"wait = new org.openqa.selenium.support.ui.WebDriverWait(com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(), 20)",Chrome 129.0.0.0,,,12-10-2024 22:35:22,12-10-2024 22:35:22,0.002s,PASSED
userCode = wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathUserCode))),Chrome 129.0.0.0,,,12-10-2024 22:35:22,12-10-2024 22:35:25,2.824s,PASSED
println(userCode.getText()),Chrome 129.0.0.0,,,12-10-2024 22:35:25,12-10-2024 22:35:25,0.013s,PASSED
accountBtn = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathBtnAccount))),Chrome 129.0.0.0,,,12-10-2024 22:35:25,12-10-2024 22:35:25,0.240s,PASSED
accountBtn.click(),Chrome 129.0.0.0,,,12-10-2024 22:35:25,12-10-2024 22:35:25,0.090s,PASSED
searchTextbox = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathSearchTextbox))),Chrome 129.0.0.0,,,12-10-2024 22:35:25,12-10-2024 22:35:25,0.270s,PASSED
searchTextbox.sendKeys(username),Chrome 129.0.0.0,,,12-10-2024 22:35:25,12-10-2024 22:35:25,0.159s,PASSED
xpath(xpathOption)).click(),Chrome 129.0.0.0,,,12-10-2024 22:35:25,12-10-2024 22:35:26,0.265s,PASSED
xpath(xpathBtnSearch)).click(),Chrome 129.0.0.0,,,12-10-2024 22:35:26,12-10-2024 22:35:26,0.480s,PASSED
"Assert.assertEquals(xpath(xpathAccountName)).getText(), username)",Chrome 129.0.0.0,,,12-10-2024 22:35:26,12-10-2024 22:35:27,0.846s,PASSED
xpath(xpathBtnDeposit)).click(),Chrome 129.0.0.0,,,12-10-2024 22:35:27,12-10-2024 22:35:28,0.787s,PASSED
"Assert.assertEquals(xpath(xpathTitle)).getText(), titleText)",Chrome 129.0.0.0,,,12-10-2024 22:35:28,12-10-2024 22:35:38,10.297s,PASSED
Start listener action : sampleAfterTestCase,Chrome 129.0.0.0,,,12-10-2024 22:35:38,12-10-2024 22:35:38,0.003s,PASSED
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Nạp tiền/TC_02_Kiểm tra khi để trống các trường trong màn Nạp tiền,Chrome 129.0.0.0,,,12-10-2024 22:35:38,12-10-2024 22:36:13,34.889s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 129.0.0.0,,,12-10-2024 22:35:38,12-10-2024 22:35:41,3.272s,PASSED
