Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Nạp tiền,Chrome 129.0.0.0,,,10-10-2024 09:40:49,10-10-2024 09:57:59,17m - 9.790s,ERROR
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Nạp tiền/TC_01_Kiểm tra mở màn hình nạp tiền,Chrome 129.0.0.0,,,10-10-2024 09:40:49,10-10-2024 09:42:55,2m - 5.907s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 129.0.0.0,,,10-10-2024 09:40:50,10-10-2024 09:42:36,1m - 46.254s,PASSED
driver = getWebDriver(),Chrome 129.0.0.0,,,10-10-2024 09:42:36,10-10-2024 09:42:36,0.032s,PASSED
"callTestCase(findTestCase(""Test Cases/Login/LoginCommon""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,10-10-2024 09:42:36,10-10-2024 09:42:40,3.172s,PASSED
"waitForElementVisible(findTestObject(""Trang chủ/userName""), 20, STOP_ON_FAILURE)",Chrome 129.0.0.0,,,10-10-2024 09:42:40,10-10-2024 09:42:43,3.347s,PASSED
"callTestCase(findTestCase(""Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/CustomFunctions Deposit""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,10-10-2024 09:42:43,10-10-2024 09:42:45,2.068s,PASSED
"wait = new org.openqa.selenium.support.ui.WebDriverWait(com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(), 20)",Chrome 129.0.0.0,,,10-10-2024 09:42:45,10-10-2024 09:42:45,0.003s,PASSED
userCode = wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathUserCode))),Chrome 129.0.0.0,,,10-10-2024 09:42:45,10-10-2024 09:42:50,5.178s,PASSED
println(userCode.getText()),Chrome 129.0.0.0,,,10-10-2024 09:42:50,10-10-2024 09:42:50,0.083s,PASSED
accountBtn = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathBtnAccount))),Chrome 129.0.0.0,,,10-10-2024 09:42:50,10-10-2024 09:42:51,0.320s,PASSED
accountBtn.click(),Chrome 129.0.0.0,,,10-10-2024 09:42:51,10-10-2024 09:42:51,0.436s,PASSED
searchTextbox = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathSearchTextbox))),Chrome 129.0.0.0,,,10-10-2024 09:42:51,10-10-2024 09:42:52,0.529s,PASSED
searchTextbox.sendKeys(username),Chrome 129.0.0.0,,,10-10-2024 09:42:52,10-10-2024 09:42:52,0.470s,PASSED
xpath(xpathOption)).click(),Chrome 129.0.0.0,,,10-10-2024 09:42:52,10-10-2024 09:42:53,0.456s,PASSED
xpath(xpathBtnSearch)).click(),Chrome 129.0.0.0,,,10-10-2024 09:42:53,10-10-2024 09:42:53,0.606s,PASSED
"Assert.assertEquals(xpath(xpathAccountName)).getText(), username)",Chrome 129.0.0.0,,,10-10-2024 09:42:53,10-10-2024 09:42:54,0.996s,PASSED
xpath(xpathBtnDeposit)).click(),Chrome 129.0.0.0,,,10-10-2024 09:42:54,10-10-2024 09:42:55,0.902s,PASSED
"Assert.assertEquals(xpath(xpathTitle)).getText(), titleText)",Chrome 129.0.0.0,,,10-10-2024 09:42:55,10-10-2024 09:42:55,0.285s,PASSED
Start listener action : sampleAfterTestCase,Chrome 129.0.0.0,,,10-10-2024 09:42:55,10-10-2024 09:42:55,0.020s,PASSED
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Nạp tiền/TC_02_Kiểm tra khi để trống các trường trong màn Nạp tiền,Chrome 129.0.0.0,,,10-10-2024 09:42:55,10-10-2024 09:44:05,1m - 9.806s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 129.0.0.0,,,10-10-2024 09:42:55,10-10-2024 09:43:01,5.263s,PASSED
driver = getWebDriver(),Chrome 129.0.0.0,,,10-10-2024 09:43:02,10-10-2024 09:43:02,0.002s,PASSED
"callTestCase(findTestCase(""Test Cases/Login/LoginCommon""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,10-10-2024 09:43:02,10-10-2024 09:43:26,24.721s,PASSED
"waitForElementVisible(findTestObject(""Trang chủ/userName""), 20, STOP_ON_FAILURE)",Chrome 129.0.0.0,,,10-10-2024 09:43:26,10-10-2024 09:43:30,3.239s,PASSED
"callTestCase(findTestCase(""Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/CustomFunctions Deposit""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,10-10-2024 09:43:30,10-10-2024 09:43:34,4.682s,PASSED
"wait = new org.openqa.selenium.support.ui.WebDriverWait(com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(), 20)",Chrome 129.0.0.0,,,10-10-2024 09:43:34,10-10-2024 09:43:34,0.009s,PASSED
userCode = wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathUserCode))),Chrome 129.0.0.0,,,10-10-2024 09:43:34,10-10-2024 09:43:39,4.588s,PASSED
println(userCode.getText()),Chrome 129.0.0.0,,,10-10-2024 09:43:39,10-10-2024 09:43:39,0.069s,PASSED
xpath(xpathBtnAccount))).click(),Chrome 129.0.0.0,,,10-10-2024 09:43:39,10-10-2024 09:43:40,0.987s,PASSED
searchTextbox = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathSearchTextbox))),Chrome 129.0.0.0,,,10-10-2024 09:43:40,10-10-2024 09:43:40,0.640s,PASSED
"searchTextbox.sendKeys(""dannt11"")",Chrome 129.0.0.0,,,10-10-2024 09:43:41,10-10-2024 09:43:41,0.807s,PASSED
xpath(xpathOption)).click(),Chrome 129.0.0.0,,,10-10-2024 09:43:41,10-10-2024 09:43:42,0.488s,PASSED
xpath(xpathBtnSearch)).click(),Chrome 129.0.0.0,,,10-10-2024 09:43:42,10-10-2024 09:43:42,0.658s,PASSED
wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathAccountName))),Chrome 129.0.0.0,,,10-10-2024 09:43:42,10-10-2024 09:43:43,0.995s,PASSED
"Assert.assertEquals(xpath(xpathAccountName)).getText(), username)",Chrome 129.0.0.0,,,10-10-2024 09:43:43,10-10-2024 09:43:44,0.283s,PASSED
xpath(xpathBtnDeposit)).click(),Chrome 129.0.0.0,,,10-10-2024 09:43:44,10-10-2024 09:43:45,0.999s,PASSED
textFiled = wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathTextAccount))),Chrome 129.0.0.0,,,10-10-2024 09:43:45,10-10-2024 09:44:05,20.403s,ERROR
Start listener action : sampleAfterTestCase,Chrome 129.0.0.0,,,10-10-2024 09:44:05,10-10-2024 09:44:05,0.004s,PASSED
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Nạp tiền/TC_03_Kiểm tra khi chọn ví và không chọn kì đối soát,Chrome 129.0.0.0,,,10-10-2024 09:44:05,10-10-2024 09:45:31,1m - 25.926s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 129.0.0.0,,,10-10-2024 09:44:06,10-10-2024 09:44:37,30.949s,PASSED
driver = getWebDriver(),Chrome 129.0.0.0,,,10-10-2024 09:44:37,10-10-2024 09:44:37,0.003s,PASSED
"callTestCase(findTestCase(""Test Cases/Login/LoginCommon""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,10-10-2024 09:44:37,10-10-2024 09:44:39,1.796s,PASSED
"waitForElementVisible(findTestObject(""Trang chủ/userName""), 20, STOP_ON_FAILURE)",Chrome 129.0.0.0,,,10-10-2024 09:44:39,10-10-2024 09:44:42,3.647s,PASSED
"callTestCase(findTestCase(""Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/CustomFunctions Deposit""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,10-10-2024 09:44:42,10-10-2024 09:44:46,3.160s,PASSED
"wait = new org.openqa.selenium.support.ui.WebDriverWait(com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(), 20)",Chrome 129.0.0.0,,,10-10-2024 09:44:46,10-10-2024 09:44:46,0.003s,PASSED
xpath(xpathBtnAccount))).click(),Chrome 129.0.0.0,,,10-10-2024 09:44:46,10-10-2024 09:44:53,7.261s,PASSED
searchTextbox = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathSearchTextbox))),Chrome 129.0.0.0,,,10-10-2024 09:44:53,10-10-2024 09:44:53,0.604s,PASSED
"searchTextbox.sendKeys(""dannt11"")",Chrome 129.0.0.0,,,10-10-2024 09:44:53,10-10-2024 09:44:54,0.640s,PASSED
xpath(xpathOption)).click(),Chrome 129.0.0.0,,,10-10-2024 09:44:54,10-10-2024 09:44:55,0.539s,PASSED
xpath(xpathBtnSearch)).click(),Chrome 129.0.0.0,,,10-10-2024 09:44:55,10-10-2024 09:44:55,0.576s,PASSED
wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathAccountName))),Chrome 129.0.0.0,,,10-10-2024 09:44:55,10-10-2024 09:45:00,4.645s,PASSED
"Assert.assertEquals(xpath(xpathAccountName)).getText(), username)",Chrome 129.0.0.0,,,10-10-2024 09:45:00,10-10-2024 09:45:00,0.278s,PASSED
xpath(xpathBtnDeposit)).click(),Chrome 129.0.0.0,,,10-10-2024 09:45:00,10-10-2024 09:45:01,0.964s,PASSED
wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathTextAccount))),Chrome 129.0.0.0,,,10-10-2024 09:45:01,10-10-2024 09:45:31,30.078s,ERROR
