Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Rút tiền,Chrome 129.0.0.0,,,12-10-2024 23:31:12,12-10-2024 23:37:40,6m - 27.484s,ERROR
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Rút tiền/TC_01_Kiểm tra mở form Rút tiền,Chrome 129.0.0.0,,,12-10-2024 23:31:12,12-10-2024 23:31:29,17.352s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 129.0.0.0,,,12-10-2024 23:31:12,12-10-2024 23:31:16,3.525s,PASSED
driver = getWebDriver(),Chrome 129.0.0.0,,,12-10-2024 23:31:16,12-10-2024 23:31:16,0.004s,PASSED
"callTestCase(findTestCase(""Test Cases/Login/LoginCommon""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 23:31:16,12-10-2024 23:31:17,1.383s,PASSED
"waitForElementVisible(findTestObject(""Trang chủ/userName""), 10, STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 23:31:17,12-10-2024 23:31:22,4.462s,PASSED
"click(findTestObject(""Quản lý tài khoản merchant/menuManagerMerchantAccount""))",Chrome 129.0.0.0,,,12-10-2024 23:31:22,12-10-2024 23:31:22,0.266s,PASSED
"waitForElementVisible(findTestObject(""Quản lý tài khoản merchant/Quản lý dịch vụ merchant/menuManagerMerchantService""), 10, STOP_ON_FAILURE)",Chrome 129.0.0.0,,,12-10-2024 23:31:22,12-10-2024 23:31:22,0.459s,PASSED
"wait = new org.openqa.selenium.support.ui.WebDriverWait(com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(), internal.GlobalVariable.waitSecond)",Chrome 129.0.0.0,,,12-10-2024 23:31:22,12-10-2024 23:31:22,0.006s,PASSED
menuManagerUserAccount = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathManagerListAccount))),Chrome 129.0.0.0,,,12-10-2024 23:31:22,12-10-2024 23:31:23,0.247s,PASSED
menuManagerUserAccount.click(),Chrome 129.0.0.0,,,12-10-2024 23:31:23,12-10-2024 23:31:23,0.041s,PASSED
userCode = wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathUserCode))),Chrome 129.0.0.0,,,12-10-2024 23:31:23,12-10-2024 23:31:26,3.381s,PASSED
println(userCode.getText()),Chrome 129.0.0.0,,,12-10-2024 23:31:26,12-10-2024 23:31:26,0.013s,PASSED
accountBtn = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathBtnAccount))),Chrome 129.0.0.0,,,12-10-2024 23:31:26,12-10-2024 23:31:26,0.239s,PASSED
accountBtn.click(),Chrome 129.0.0.0,,,12-10-2024 23:31:26,12-10-2024 23:31:26,0.106s,PASSED
searchTextbox = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathSearchTextbox))),Chrome 129.0.0.0,,,12-10-2024 23:31:26,12-10-2024 23:31:27,0.251s,PASSED
searchTextbox.sendKeys(username),Chrome 129.0.0.0,,,12-10-2024 23:31:27,12-10-2024 23:31:27,0.170s,PASSED
xpath(xpathOption)).click(),Chrome 129.0.0.0,,,12-10-2024 23:31:27,12-10-2024 23:31:27,0.281s,PASSED
xpath(xpathBtnSearch)).click(),Chrome 129.0.0.0,,,12-10-2024 23:31:27,12-10-2024 23:31:28,0.486s,PASSED
"Assert.assertEquals(xpath(xpathAccountName)).getText(), username)",Chrome 129.0.0.0,,,12-10-2024 23:31:28,12-10-2024 23:31:28,0.742s,PASSED
xpath(xpathMoneyOff)).click(),Chrome 129.0.0.0,,,12-10-2024 23:31:28,12-10-2024 23:31:29,0.423s,PASSED
"Assert.assertEquals(xpath(xpathActiveItem)).getText(), ""RÚT TIỀN THÔNG THƯỜNG VÀ CHI NỘI ĐỊA"")",Chrome 129.0.0.0,,,12-10-2024 23:31:29,12-10-2024 23:31:29,0.756s,PASSED
Start listener action : sampleAfterTestCase,Chrome 129.0.0.0,,,12-10-2024 23:31:29,12-10-2024 23:31:29,0.012s,PASSED
,,,,,,,
