Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Rút tiền,Chrome 130.0.0.0,,,16-10-2024 19:15:50,16-10-2024 19:27:01,11m - 11.646s,ERROR
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Rút tiền/TC_01_Kiểm tra mở form Rút tiền,Chrome 130.0.0.0,,,16-10-2024 19:15:50,16-10-2024 19:16:05,15.356s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 130.0.0.0,,,16-10-2024 19:15:50,16-10-2024 19:15:51,1.664s,PASSED
driver = getWebDriver(),Chrome 130.0.0.0,,,16-10-2024 19:15:51,16-10-2024 19:15:51,0.005s,PASSED
"callTestCase(findTestCase(""Test Cases/Login/LoginCommon""), [:], STOP_ON_FAILURE)",Chrome 130.0.0.0,,,16-10-2024 19:15:51,16-10-2024 19:15:54,2.428s,PASSED
"waitForElementVisible(findTestObject(""Trang chủ/userName""), 10, STOP_ON_FAILURE)",Chrome 130.0.0.0,,,16-10-2024 19:15:54,16-10-2024 19:15:55,1.481s,PASSED
"click(findTestObject(""Quản lý tài khoản merchant/menuManagerMerchantAccount""))",Chrome 130.0.0.0,,,16-10-2024 19:15:55,16-10-2024 19:15:57,1.821s,PASSED
"waitForElementVisible(findTestObject(""Quản lý tài khoản merchant/Quản lý dịch vụ merchant/menuManagerMerchantService""), 10, STOP_ON_FAILURE)",Chrome 130.0.0.0,,,16-10-2024 19:15:57,16-10-2024 19:15:58,0.447s,PASSED
"wait = new org.openqa.selenium.support.ui.WebDriverWait(com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(), internal.GlobalVariable.waitSecond)",Chrome 130.0.0.0,,,16-10-2024 19:15:58,16-10-2024 19:15:58,0.005s,PASSED
menuManagerUserAccount = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathManagerListAccount))),Chrome 130.0.0.0,,,16-10-2024 19:15:58,16-10-2024 19:15:58,0.240s,PASSED
menuManagerUserAccount.click(),Chrome 130.0.0.0,,,16-10-2024 19:15:58,16-10-2024 19:15:58,0.034s,PASSED
userCode = wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathUserCode))),Chrome 130.0.0.0,,,16-10-2024 19:15:58,16-10-2024 19:16:01,3.161s,PASSED
println(userCode.getText()),Chrome 130.0.0.0,,,16-10-2024 19:16:01,16-10-2024 19:16:01,0.008s,PASSED
accountBtn = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathBtnAccount))),Chrome 130.0.0.0,,,16-10-2024 19:16:01,16-10-2024 19:16:01,0.225s,PASSED
accountBtn.click(),Chrome 130.0.0.0,,,16-10-2024 19:16:01,16-10-2024 19:16:01,0.076s,PASSED
searchTextbox = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathSearchTextbox))),Chrome 130.0.0.0,,,16-10-2024 19:16:01,16-10-2024 19:16:02,0.242s,PASSED
searchTextbox.sendKeys(username),Chrome 130.0.0.0,,,16-10-2024 19:16:02,16-10-2024 19:16:02,0.128s,PASSED
xpath(xpathOption)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:02,16-10-2024 19:16:02,0.257s,PASSED
xpath(xpathBtnSearch)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:02,16-10-2024 19:16:02,0.456s,PASSED
"Assert.assertEquals(xpath(xpathAccountName)).getText(), username)",Chrome 130.0.0.0,,,16-10-2024 19:16:02,16-10-2024 19:16:04,1.945s,PASSED
xpath(xpathMoneyOff)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:04,16-10-2024 19:16:05,0.394s,PASSED
"Assert.assertEquals(xpath(xpathActiveItem)).getText(), ""RÚT TIỀN THÔNG THƯỜNG VÀ CHI NỘI ĐỊA"")",Chrome 130.0.0.0,,,16-10-2024 19:16:05,16-10-2024 19:16:05,0.228s,PASSED
Start listener action : sampleAfterTestCase,Chrome 130.0.0.0,,,16-10-2024 19:16:05,16-10-2024 19:16:05,0.002s,PASSED
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Rút tiền/TC_02_Kiểm tra validate trường thông tin,Chrome 130.0.0.0,,,16-10-2024 19:16:05,16-10-2024 19:16:30,25.120s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 130.0.0.0,,,16-10-2024 19:16:05,16-10-2024 19:16:07,2.272s,PASSED
driver = getWebDriver(),Chrome 130.0.0.0,,,16-10-2024 19:16:07,16-10-2024 19:16:07,0.000s,PASSED
"callTestCase(findTestCase(""Test Cases/Login/LoginCommon""), [:], STOP_ON_FAILURE)",Chrome 130.0.0.0,,,16-10-2024 19:16:07,16-10-2024 19:16:08,0.990s,PASSED
"waitForElementVisible(findTestObject(""Trang chủ/userName""), 10, STOP_ON_FAILURE)",Chrome 130.0.0.0,,,16-10-2024 19:16:08,16-10-2024 19:16:14,5.192s,PASSED
"click(findTestObject(""Quản lý tài khoản merchant/menuManagerMerchantAccount""))",Chrome 130.0.0.0,,,16-10-2024 19:16:14,16-10-2024 19:16:14,0.259s,PASSED
"waitForElementVisible(findTestObject(""Quản lý tài khoản merchant/Quản lý dịch vụ merchant/menuManagerMerchantService""), 10, STOP_ON_FAILURE)",Chrome 130.0.0.0,,,16-10-2024 19:16:14,16-10-2024 19:16:14,0.459s,PASSED
"wait = new org.openqa.selenium.support.ui.WebDriverWait(com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(), internal.GlobalVariable.waitSecond)",Chrome 130.0.0.0,,,16-10-2024 19:16:14,16-10-2024 19:16:14,0.001s,PASSED
menuManagerUserAccount = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathManagerListAccount))),Chrome 130.0.0.0,,,16-10-2024 19:16:14,16-10-2024 19:16:15,0.244s,PASSED
menuManagerUserAccount.click(),Chrome 130.0.0.0,,,16-10-2024 19:16:15,16-10-2024 19:16:15,0.036s,PASSED
userCode = wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathUserCode))),Chrome 130.0.0.0,,,16-10-2024 19:16:15,16-10-2024 19:16:18,3.130s,PASSED
println(userCode.getText()),Chrome 130.0.0.0,,,16-10-2024 19:16:18,16-10-2024 19:16:18,0.008s,PASSED
accountBtn = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathBtnAccount))),Chrome 130.0.0.0,,,16-10-2024 19:16:18,16-10-2024 19:16:18,0.227s,PASSED
accountBtn.click(),Chrome 130.0.0.0,,,16-10-2024 19:16:18,16-10-2024 19:16:18,0.093s,PASSED
searchTextbox = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathSearchTextbox))),Chrome 130.0.0.0,,,16-10-2024 19:16:18,16-10-2024 19:16:18,0.253s,PASSED
searchTextbox.sendKeys(username),Chrome 130.0.0.0,,,16-10-2024 19:16:18,16-10-2024 19:16:18,0.131s,PASSED
xpath(xpathOption)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:18,16-10-2024 19:16:19,0.247s,PASSED
xpath(xpathBtnSearch)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:19,16-10-2024 19:16:19,0.446s,PASSED
"Assert.assertEquals(xpath(xpathAccountName)).getText(), username)",Chrome 130.0.0.0,,,16-10-2024 19:16:19,16-10-2024 19:16:20,0.732s,PASSED
xpath(xpathMoneyOff)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:20,16-10-2024 19:16:20,0.376s,PASSED
wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathUser))),Chrome 130.0.0.0,,,16-10-2024 19:16:20,16-10-2024 19:16:28,7.855s,PASSED
xpath(xpathBtnContinue)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:28,16-10-2024 19:16:28,0.263s,PASSED
"Assert.assertEquals(xpath(xpathErrorWallet)).getText(), ""Vui lòng chọn ví dịch vụ"")",Chrome 130.0.0.0,,,16-10-2024 19:16:28,16-10-2024 19:16:29,0.435s,PASSED
xpath(xpathViRut)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:29,16-10-2024 19:16:29,0.262s,PASSED
xpath(xpathParentThuHo)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:29,16-10-2024 19:16:29,0.244s,PASSED
xpath(xpathBtnContinue)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:29,16-10-2024 19:16:30,0.456s,PASSED
"Assert.assertEquals(xpath(xpathChonKiDoiSoat)).getText(), ""Vui lòng chọn kỳ đối soát"")",Chrome 130.0.0.0,,,16-10-2024 19:16:30,16-10-2024 19:16:30,0.436s,PASSED
Start listener action : sampleAfterTestCase,Chrome 130.0.0.0,,,16-10-2024 19:16:30,16-10-2024 19:16:30,0.001s,PASSED
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Rút tiền/TC_03_Kiểm tra khi nhập đầy đủ và nhấn tiếp tục,Chrome 130.0.0.0,,,16-10-2024 19:16:30,16-10-2024 19:16:48,17.734s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 130.0.0.0,,,16-10-2024 19:16:30,16-10-2024 19:16:33,2.530s,PASSED
driver = getWebDriver(),Chrome 130.0.0.0,,,16-10-2024 19:16:33,16-10-2024 19:16:33,0.001s,PASSED
"callTestCase(findTestCase(""Test Cases/Login/LoginCommon""), [:], STOP_ON_FAILURE)",Chrome 130.0.0.0,,,16-10-2024 19:16:33,16-10-2024 19:16:34,0.980s,PASSED
"waitForElementVisible(findTestObject(""Trang chủ/userName""), 10, STOP_ON_FAILURE)",Chrome 130.0.0.0,,,16-10-2024 19:16:34,16-10-2024 19:16:35,1.478s,PASSED
"click(findTestObject(""Quản lý tài khoản merchant/menuManagerMerchantAccount""))",Chrome 130.0.0.0,,,16-10-2024 19:16:35,16-10-2024 19:16:37,1.971s,PASSED
"waitForElementVisible(findTestObject(""Quản lý tài khoản merchant/Quản lý dịch vụ merchant/menuManagerMerchantService""), 10, STOP_ON_FAILURE)",Chrome 130.0.0.0,,,16-10-2024 19:16:37,16-10-2024 19:16:38,0.444s,PASSED
"wait = new org.openqa.selenium.support.ui.WebDriverWait(com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(), internal.GlobalVariable.waitSecond)",Chrome 130.0.0.0,,,16-10-2024 19:16:38,16-10-2024 19:16:38,0.000s,PASSED
menuManagerUserAccount = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathManagerListAccount))),Chrome 130.0.0.0,,,16-10-2024 19:16:38,16-10-2024 19:16:38,0.232s,PASSED
menuManagerUserAccount.click(),Chrome 130.0.0.0,,,16-10-2024 19:16:38,16-10-2024 19:16:38,0.035s,PASSED
userCode = wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathUserCode))),Chrome 130.0.0.0,,,16-10-2024 19:16:38,16-10-2024 19:16:41,2.845s,PASSED
println(userCode.getText()),Chrome 130.0.0.0,,,16-10-2024 19:16:41,16-10-2024 19:16:41,0.008s,PASSED
accountBtn = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathBtnAccount))),Chrome 130.0.0.0,,,16-10-2024 19:16:41,16-10-2024 19:16:41,0.242s,PASSED
accountBtn.click(),Chrome 130.0.0.0,,,16-10-2024 19:16:41,16-10-2024 19:16:41,0.083s,PASSED
searchTextbox = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathSearchTextbox))),Chrome 130.0.0.0,,,16-10-2024 19:16:41,16-10-2024 19:16:41,0.253s,PASSED
searchTextbox.sendKeys(username),Chrome 130.0.0.0,,,16-10-2024 19:16:41,16-10-2024 19:16:41,0.126s,PASSED
xpath(xpathOption)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:41,16-10-2024 19:16:42,0.246s,PASSED
xpath(xpathBtnSearch)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:42,16-10-2024 19:16:42,0.462s,PASSED
"Assert.assertEquals(xpath(xpathAccountName)).getText(), username)",Chrome 130.0.0.0,,,16-10-2024 19:16:42,16-10-2024 19:16:43,0.842s,PASSED
xpath(xpathMoneyOff)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:43,16-10-2024 19:16:43,0.385s,PASSED
wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathUser))),Chrome 130.0.0.0,,,16-10-2024 19:16:43,16-10-2024 19:16:46,2.864s,PASSED
xpath(xpathViRut)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:46,16-10-2024 19:16:46,0.242s,PASSED
xpath(xpathParentThuHo)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:46,16-10-2024 19:16:47,0.248s,PASSED
xpath(xpathDay)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:47,16-10-2024 19:16:47,0.455s,PASSED
xpath(xpathToday)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:47,16-10-2024 19:16:48,0.465s,PASSED
xpath(xpathBtnContinue)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:48,16-10-2024 19:16:48,0.253s,PASSED
Start listener action : sampleAfterTestCase,Chrome 130.0.0.0,,,16-10-2024 19:16:48,16-10-2024 19:16:48,0.000s,PASSED
,,,,,,,
Test Cases/Quản lý tài khoản merchant/Quản lý danh sách tài khoản/Rút tiền/TC_04_Kiểm tra khi nhập số tiền lớn hơn số dư khả dụng,Chrome 130.0.0.0,,,16-10-2024 19:16:48,16-10-2024 19:17:46,57.732s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 130.0.0.0,,,16-10-2024 19:16:48,16-10-2024 19:16:50,2.512s,PASSED
driver = getWebDriver(),Chrome 130.0.0.0,,,16-10-2024 19:16:50,16-10-2024 19:16:50,0.000s,PASSED
"callTestCase(findTestCase(""Test Cases/Login/LoginCommon""), [:], STOP_ON_FAILURE)",Chrome 130.0.0.0,,,16-10-2024 19:16:50,16-10-2024 19:16:51,0.869s,PASSED
"waitForElementVisible(findTestObject(""Trang chủ/userName""), 10, STOP_ON_FAILURE)",Chrome 130.0.0.0,,,16-10-2024 19:16:51,16-10-2024 19:16:52,1.018s,PASSED
"click(findTestObject(""Quản lý tài khoản merchant/menuManagerMerchantAccount""))",Chrome 130.0.0.0,,,16-10-2024 19:16:52,16-10-2024 19:16:55,2.426s,PASSED
"waitForElementVisible(findTestObject(""Quản lý tài khoản merchant/Quản lý dịch vụ merchant/menuManagerMerchantService""), 10, STOP_ON_FAILURE)",Chrome 130.0.0.0,,,16-10-2024 19:16:55,16-10-2024 19:16:55,0.450s,PASSED
"wait = new org.openqa.selenium.support.ui.WebDriverWait(com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(), internal.GlobalVariable.waitSecond)",Chrome 130.0.0.0,,,16-10-2024 19:16:55,16-10-2024 19:16:55,0.001s,PASSED
menuManagerUserAccount = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathManagerListAccount))),Chrome 130.0.0.0,,,16-10-2024 19:16:55,16-10-2024 19:16:55,0.237s,PASSED
menuManagerUserAccount.click(),Chrome 130.0.0.0,,,16-10-2024 19:16:55,16-10-2024 19:16:56,0.035s,PASSED
userCode = wait.until(ExpectedConditions.visibilityOfElementLocated(By.xpath(xpathUserCode))),Chrome 130.0.0.0,,,16-10-2024 19:16:56,16-10-2024 19:16:58,2.768s,PASSED
println(userCode.getText()),Chrome 130.0.0.0,,,16-10-2024 19:16:58,16-10-2024 19:16:58,0.008s,PASSED
accountBtn = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathBtnAccount))),Chrome 130.0.0.0,,,16-10-2024 19:16:58,16-10-2024 19:16:59,0.241s,PASSED
accountBtn.click(),Chrome 130.0.0.0,,,16-10-2024 19:16:59,16-10-2024 19:16:59,0.081s,PASSED
searchTextbox = wait.until(ExpectedConditions.elementToBeClickable(By.xpath(xpathSearchTextbox))),Chrome 130.0.0.0,,,16-10-2024 19:16:59,16-10-2024 19:16:59,0.250s,PASSED
searchTextbox.sendKeys(username),Chrome 130.0.0.0,,,16-10-2024 19:16:59,16-10-2024 19:16:59,0.125s,PASSED
xpath(xpathOption)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:59,16-10-2024 19:16:59,0.241s,PASSED
xpath(xpathBtnSearch)).click(),Chrome 130.0.0.0,,,16-10-2024 19:16:59,16-10-2024 19:17:00,0.467s,PASSED
"Assert.assertEquals(xpath(xpathAccountName)).getText(), username)",Chrome 130.0.0.0,,,16-10-2024 19:17:00,16-10-2024 19:17:01,0.839s,PASSED
xpath(xpathMoneyOff)).click(),Chrome 130.0.0.0,,,16-10-2024 19:17:01,16-10-2024 19:17:01,0.408s,PASSED
